# BUSCO version is: 2.0 
# The lineage dataset is: dikarya_odb9 (Creation date: 2016-02-13, number of species: 75, number of BUSCOs: 1312)
# To reproduce this run: python /home/rangeles/.conda/envs/funannotate/lib/python2.7/site-packages/funannotate/aux_scripts/funannotate-BUSCO2.py -i /space21/PGE/rangeles/TGFH/TGFH/Sesion2/out/S.cerevisiae_M3707/predict_misc/genome.softmasked.fa -o s.cerevisiae_m3707_xxx -l /space21/PGE/rangeles/bin/funannotate_db/dikarya/ -m genome -c 28 -sp anidulans
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG0926004Z	Fragmented	scaffold_13	330536	333220	485.0	769
EOG09260075	Fragmented	scaffold_13	41216	42049	360.9	251
EOG0926009O	Missing
EOG092600NM	Complete	scaffold_9	91270	98511	3784.9	2033
EOG092600S9	Missing
EOG092600SD	Complete	scaffold_5	503406	509063	1072.9	1211
EOG092600SK	Complete	scaffold_19	18990	24830	1084.7	1066
EOG092600T4	Complete	scaffold_7	129882	136583	3205.9	1832
EOG092600T9	Complete	scaffold_1	148205	154642	3039.5	1741
EOG092600W1	Complete	scaffold_7	631128	637793	2476.7	1693
EOG092600X0	Complete	scaffold_17	82521	89195	1183.2	1063
EOG092600XJ	Complete	scaffold_18	145843	151416	1355.7	1208
EOG092601KZ	Complete	scaffold_4	643276	646548	1311.7	837
EOG092601YK	Complete	scaffold_11	323462	330592	1652.9	1570
EOG0926025H	Complete	scaffold_8	408843	414137	377.9	582
EOG09260274	Complete	scaffold_3	153059	157747	604.6	750
EOG09260289	Complete	scaffold_19	100424	104638	745.7	732
EOG092602BZ	Complete	scaffold_6	685667	690628	2412.1	1443
EOG092602FH	Complete	scaffold_4	656412	660926	1207.5	978
EOG092602I6	Complete	scaffold_4	489582	495110	1846.1	1318
EOG092602MO	Complete	scaffold_7	589886	594664	626.7	746
EOG092602OP	Complete	scaffold_5	433251	437615	975.1	921
EOG092602UY	Complete	scaffold_1	773143	778953	1548.8	1259
EOG09260375	Complete	scaffold_7	351519	355925	1189.1	1015
EOG092603D0	Complete	scaffold_5	466041	470219	1540.4	1067
EOG092603EH	Complete	scaffold_3	739796	744634	1253.4	839
EOG092603JK	Complete	scaffold_6	124074	128963	609.1	981
EOG092603KJ	Complete	scaffold_2	127060	130460	1033.3	712
EOG092603SM	Fragmented	scaffold_6	469207	470655	133.1	265
EOG092603YJ	Complete	scaffold_3	190307	195496	1177.4	1381
EOG0926047G	Complete	scaffold_16	43429	48072	1654.6	1183
EOG09260492	Complete	scaffold_6	92097	96452	994.5	1039
EOG0926049A	Complete	scaffold_2	116656	120753	486.6	675
EOG0926049S	Complete	scaffold_7	470200	475743	749.4	841
EOG092604A0	Complete	scaffold_1	796535	800899	523.2	829
EOG092604I8	Complete	scaffold_16	37708	42462	763.7	764
EOG092604KQ	Complete	scaffold_1	1020324	1024397	737.5	929
EOG092604MJ	Complete	scaffold_24	20184	25088	697.8	1064
EOG092604ML	Complete	scaffold_12	42681	47732	589.2	981
EOG092604S1	Complete	scaffold_2	499135	502953	359.6	443
EOG092604ZZ	Complete	scaffold_3	389236	393048	572.2	739
EOG0926051U	Complete	scaffold_12	204306	209615	757.1	1072
EOG092605FC	Duplicated	scaffold_19	59177	63169	891.0	806
EOG092605FC	Duplicated	scaffold_7	106543	110570	902.1	815
EOG092605KN	Complete	scaffold_19	157249	160110	902.5	690
EOG092605OK	Complete	scaffold_2	104429	109423	1873.1	1288
EOG092605QM	Complete	scaffold_1	712000	717096	787.2	1000
EOG092605T6	Missing
EOG092605VL	Complete	scaffold_7	420296	424362	733.1	816
EOG092605VU	Complete	scaffold_13	278043	281705	271.6	762
EOG092605ZA	Complete	scaffold_19	47091	51374	258.6	670
EOG092606AD	Complete	scaffold_14	30842	32161	191.0	251
EOG092606AJ	Complete	scaffold_3	43211	46903	960.8	838
EOG092606CY	Complete	scaffold_17	144708	148262	1018.4	1139
EOG092606O3	Complete	scaffold_18	45793	49929	908.3	630
EOG092606UX	Complete	scaffold_15	63466	67641	761.1	910
EOG092606WZ	Complete	scaffold_7	606642	610580	961.6	1199
EOG0926071Q	Complete	scaffold_2	794180	797461	720.1	964
EOG0926073O	Complete	scaffold_7	317738	322024	1414.3	944
EOG0926074Y	Complete	scaffold_1	193605	197087	1436.8	949
EOG09260779	Complete	scaffold_4	5051	9349	954.0	1078
EOG0926077L	Complete	scaffold_14	235403	239272	253.0	467
EOG0926079Q	Complete	scaffold_10	50932	54465	1118.5	898
EOG092607OQ	Complete	scaffold_3	719715	723635	634.9	902
EOG092607QZ	Complete	scaffold_6	578709	581960	1029.7	723
EOG092607ZS	Complete	scaffold_22	49720	54126	1278.1	966
EOG092608AE	Complete	scaffold_10	350119	356820	1001.9	1066
EOG092608AV	Complete	scaffold_4	366360	370046	901.7	843
EOG092608C4	Complete	scaffold_6	195576	199652	1658.5	1024
EOG092608GK	Duplicated	scaffold_18	108738	111296	393.9	473
EOG092608GK	Duplicated	scaffold_9	111248	114535	405.7	592
EOG092608L0	Duplicated	scaffold_3	430824	436908	1542.6	911
EOG092608L0	Duplicated	scaffold_8	194465	198277	1511.7	928
EOG092608RH	Complete	scaffold_10	252663	255875	578.2	954
EOG092608T8	Complete	scaffold_3	73390	76305	1182.4	735
EOG092608WI	Complete	scaffold_2	89593	92550	534.9	520
EOG092608WU	Complete	scaffold_2	196424	202017	478.6	754
EOG092608ZS	Duplicated	scaffold_10	389333	392470	1120.7	839
EOG092608ZS	Duplicated	scaffold_3	778964	782128	1124.5	779
EOG0926092K	Complete	scaffold_5	88813	93848	1598.5	912
EOG09260931	Complete	scaffold_4	262843	265944	413.8	510
EOG092609JB	Complete	scaffold_4	420834	423842	778.9	676
EOG092609O9	Missing
EOG092609RF	Complete	scaffold_9	47571	52244	1295.4	985
EOG092609YT	Complete	scaffold_1	963184	965934	807.5	681
EOG09260A27	Complete	scaffold_6	71773	74544	730.7	541
EOG09260A6Q	Complete	scaffold_16	230077	234150	643.8	707
EOG09260A98	Complete	scaffold_1	106296	110117	697.1	889
EOG09260ABY	Complete	scaffold_18	141569	144823	1488.9	955
EOG09260AEC	Complete	scaffold_6	33185	35308	624.7	469
EOG09260APA	Missing
EOG09260AQB	Complete	scaffold_2	771922	774927	1286.8	792
EOG09260AZA	Complete	scaffold_11	310969	314013	1526.9	844
EOG09260AZK	Complete	scaffold_4	389827	393129	757.2	677
EOG09260AZM	Complete	scaffold_11	177059	180229	1389.5	823
EOG09260B3H	Complete	scaffold_18	66533	69628	614.7	449
EOG09260B3X	Complete	scaffold_5	672137	675001	946.1	677
EOG09260B65	Complete	scaffold_8	47782	51084	472.2	714
EOG09260BFE	Complete	scaffold_7	310105	312597	378.7	481
EOG09260BL6	Complete	scaffold_18	34209	37409	573.2	544
EOG09260BRA	Complete	scaffold_6	705879	708296	614.5	385
EOG09260BSW	Complete	scaffold_7	455912	459244	987.8	678
EOG09260BYL	Complete	scaffold_3	700698	703130	1014.8	560
EOG09260BZ0	Complete	scaffold_9	272417	275879	700.8	707
EOG09260C2V	Complete	scaffold_20	51515	53872	633.6	691
EOG09260C5W	Complete	scaffold_12	368520	374564	878.7	1256
EOG09260CKC	Complete	scaffold_1	21681	24734	683.0	687
