YDR457W	3269	1	3269	scaffold_1	1274804	1131761	1141561	89.8	3271	0.0e+00	14510	0.8	2
YBL088C	2788	1	2788	scaffold_1	1274804	63089	54720	76.3	2790	0.0e+00	11103	0.7	-1
YBL004W	2494	1	2494	scaffold_1	1274804	226186	233673	85.4	2497	0.0e+00	10872	0.6	1
YDR170C	2010	196	2010	scaffold_1	1274804	601935	596476	92.3	1821	0.0e+00	8146	0.4	-3
YDR127W	1589	1	1589	scaffold_1	1274804	503896	508662	93.8	1589	0.0e+00	7784	0.4	1
YDR141C	1699	1	1699	scaffold_1	1274804	539497	534401	89.1	1700	0.0e+00	7638	0.4	-2
YDR283C	1660	1	1660	scaffold_1	1274804	801909	796897	91.5	1671	0.0e+00	7343	0.4	-3
YDR283C	1660	767	1051	scaffold_1	1274804	1173912	1174673	26.0	288	7.8e-15	214	0.1	3
YDR283C	1660	775	977	scaffold_1	1274804	1248760	1248194	27.9	208	8.6e-14	205	0.0	-2
YDR283C	1660	796	918	scaffold_1	1274804	196936	197286	31.7	123	9.8e-10	170	0.0	1
YDR135C	1516	1	1516	scaffold_1	1274804	527115	522565	91.6	1517	0.0e+00	7119	0.4	-3
YDR093W	1613	1	1612	scaffold_1	1274804	436204	441039	84.3	1615	0.0e+00	7091	0.4	1
YDR406W	1530	1	1529	scaffold_1	1274804	1040060	1044640	89.2	1534	0.0e+00	6980	0.4	2
YBL079W	1503	1	1503	scaffold_1	1274804	78893	83437	87.1	1515	0.0e+00	6210	0.4	2
YDR301W	1358	1	1358	scaffold_1	1274804	835408	839478	89.7	1359	0.0e+00	6186	0.3	1
YDR335W	1225	1	1225	scaffold_1	1274804	907000	910674	95.7	1225	0.0e+00	6118	0.3	1
YDR443C	1421	1	1421	scaffold_1	1274804	1111212	1106914	86.4	1434	0.0e+00	6018	0.3	-3
YOR153W	1512	6	1511	scaffold_1	1274804	1040060	1044631	72.3	1524	0.0e+00	5781	0.4	2
YDR180W	1494	1	1494	scaffold_1	1274804	618630	623102	77.4	1494	0.0e+00	5777	0.4	3
