# BUSCO version is: 2.0 
# The lineage dataset is: dikarya_odb9 (Creation date: 2016-02-13, number of species: 75, number of BUSCOs: 1312)
# To reproduce this run: python /home/rangeles/.conda/envs/funannotate/lib/python2.7/site-packages/funannotate/aux_scripts/funannotate-BUSCO2.py -i /space21/PGE/rangeles/TGFH/TGFH/Sesion2/out/S.arboricola_H6/predict_misc/busco.evm.proteins.fa -o s.arboricola_h6_xxx -l /space21/PGE/rangeles/bin/funannotate_db/dikarya/ -m proteins -c 28 -sp anidulans
#
# Busco id	Status	Sequence	Score	Length
EOG0926004Z	Missing
EOG09260075	Missing
EOG0926009O	Missing
EOG092600NM	Missing
EOG092600S9	Missing
EOG092600SD	Complete	evm.model.scaffold_7.40	1066.1	1216
EOG092600SK	Complete	evm.model.scaffold_14.28	1069.0	1208
EOG092600T4	Complete	evm.model.scaffold_8.81	3203.4	1834
EOG092600T9	Complete	evm.model.scaffold_2.15	3037.6	1741
EOG092600W1	Complete	evm.model.scaffold_8.19	2470.2	1674
EOG092600X0	Complete	evm.model.scaffold_15.16	1180.5	1034
EOG092600XJ	Complete	evm.model.scaffold_3.98	1349.9	1199
EOG092601KZ	Complete	evm.model.scaffold_6.26	1307.5	837
EOG092601YK	Complete	evm.model.scaffold_13.5	1644.7	1561
EOG0926025H	Missing
EOG09260274	Complete	evm.model.scaffold_2.110	585.6	803
EOG09260289	Complete	evm.model.scaffold_14.16	740.1	742
EOG092602BZ	Complete	evm.model.scaffold_3.15	2412.2	1443
EOG092602FH	Complete	evm.model.scaffold_6.25	1180.8	971
EOG092602I6	Complete	evm.model.scaffold_6.45	1860.7	1349
EOG092602MO	Complete	evm.model.scaffold_8.26	620.2	840
EOG092602OP	Complete	evm.model.scaffold_7.30	970.7	928
EOG092602UY	Complete	evm.model.scaffold_1.60	1534.3	1242
EOG09260375	Complete	evm.model.scaffold_8.57	1185.5	945
EOG092603D0	Complete	evm.model.scaffold_7.36	1507.9	1044
EOG092603EH	Complete	evm.model.scaffold_1.16	1256.1	843
EOG092603JK	Complete	evm.model.scaffold_3.70	611.1	720
EOG092603KJ	Complete	evm.model.scaffold_4.97	1030.3	711
EOG092603SM	Missing
EOG092603YJ	Complete	evm.model.scaffold_2.103	1148.1	1352
EOG0926047G	Complete	evm.model.scaffold_9.64	1632.9	1132
EOG09260492	Complete	evm.model.scaffold_3.76	997.5	1073
EOG0926049A	Missing
EOG0926049S	Complete	evm.model.scaffold_8.42	735.1	833
EOG092604A0	Complete	evm.model.scaffold_1.64	523.6	773
EOG092604I8	Complete	evm.model.scaffold_9.65	763.6	753
EOG092604KQ	Complete	evm.model.scaffold_1.86	659.3	812
EOG092604MJ	Missing
EOG092604ML	Complete	evm.model.scaffold_9.29	561.8	951
EOG092604S1	Complete	evm.model.scaffold_4.51	356.2	428
EOG092604ZZ	Complete	evm.model.scaffold_2.81	568.4	745
EOG0926051U	Complete	evm.model.scaffold_9.12	752.9	1113
EOG092605FC	Missing
EOG092605KN	Complete	evm.model.scaffold_14.14	897.7	713
EOG092605OK	Complete	evm.model.scaffold_4.100	1870.1	1273
EOG092605QM	Complete	evm.model.scaffold_1.53	793.9	1046
EOG092605T6	Missing
EOG092605VL	Complete	evm.model.scaffold_8.46	723.2	874
EOG092605VU	Complete	evm.model.scaffold_5.27	216.3	495
EOG092605ZA	Complete	evm.model.scaffold_14.25	239.9	498
EOG092606AD	Complete	evm.model.scaffold_1.135	188.1	294
EOG092606AJ	Complete	evm.model.scaffold_2.124	951.3	781
EOG092606CY	Missing
EOG092606O3	Complete	evm.model.scaffold_3.110	908.9	625
EOG092606UX	Missing
EOG092606WZ	Missing
EOG0926071Q	Complete	evm.model.scaffold_4.25	725.0	960
EOG0926073O	Complete	evm.model.scaffold_8.59	1410.5	940
EOG0926074Y	Complete	evm.model.scaffold_2.24	1436.7	944
EOG09260779	Complete	evm.model.scaffold_6.99	932.7	1094
EOG0926077L	Complete	evm.model.scaffold_1.114	250.4	467
EOG0926079Q	Complete	evm.model.scaffold_5.60	1136.9	890
EOG092607OQ	Complete	evm.model.scaffold_1.18	583.6	871
EOG092607QZ	Complete	evm.model.scaffold_3.23	1023.2	722
EOG092607ZS	Complete	evm.model.scaffold_11.49	1282.6	949
EOG092608AE	Complete	evm.model.scaffold_5.88	994.8	1088
EOG092608AV	Complete	evm.model.scaffold_6.55	899.9	846
EOG092608C4	Complete	evm.model.scaffold_3.62	1652.2	1020
EOG092608GK	Missing
EOG092608L0	Missing
EOG092608RH	Complete	evm.model.scaffold_5.77	570.1	1060
EOG092608T8	Complete	evm.model.scaffold_2.119	1174.5	735
EOG092608WI	Complete	evm.model.scaffold_4.101	529.3	572
EOG092608WU	Complete	evm.model.scaffold_4.90	472.8	721
EOG092608ZS	Missing
EOG0926092K	Complete	evm.model.scaffold_7.5	1600.3	912
EOG09260931	Complete	evm.model.scaffold_6.63	412.6	582
EOG092609JB	Complete	evm.model.scaffold_6.50	789.8	681
EOG092609O9	Missing
EOG092609RF	Complete	evm.model.scaffold_12.33	1295.0	1028
EOG092609YT	Complete	evm.model.scaffold_1.82	868.6	752
EOG09260A27	Complete	evm.model.scaffold_3.78	730.4	547
EOG09260A6Q	Missing
EOG09260A98	Complete	evm.model.scaffold_2.10	685.7	751
EOG09260ABY	Complete	evm.model.scaffold_3.99	1491.4	941
EOG09260AEC	Complete	evm.model.scaffold_3.79	623.6	578
EOG09260APA	Missing
EOG09260AQB	Complete	evm.model.scaffold_4.29	1284.7	792
EOG09260AZA	Complete	evm.model.scaffold_13.7	1523.4	844
EOG09260AZK	Complete	evm.model.scaffold_6.53	761.8	676
EOG09260AZM	Complete	evm.model.scaffold_13.22	1392.3	820
EOG09260B3H	Complete	evm.model.scaffold_3.107	609.2	508
EOG09260B3X	Complete	evm.model.scaffold_7.58	927.5	677
EOG09260B65	Complete	evm.model.scaffold_10.5	469.1	745
EOG09260BFE	Complete	evm.model.scaffold_8.60	373.0	475
EOG09260BL6	Complete	evm.model.scaffold_3.111	566.6	482
EOG09260BRA	Complete	evm.model.scaffold_3.12	601.1	413
EOG09260BSW	Missing
EOG09260BYL	Complete	evm.model.scaffold_1.20	1010.9	560
EOG09260BZ0	Complete	evm.model.scaffold_12.24	679.5	715
EOG09260C2V	Complete	evm.model.scaffold_16.4	630.2	694
EOG09260C5W	Complete	evm.model.scaffold_9.1	873.0	1061
EOG09260CKC	Complete	evm.model.scaffold_2.1	679.6	670
EOG09260CMZ	Complete	evm.model.scaffold_3.59	509.0	631
EOG09260DBG	Complete	evm.model.scaffold_2.92	1219.6	747
EOG09260DFH	Missing
EOG09260DFJ	Missing
EOG09260DP1	Complete	evm.model.scaffold_2.74	1084.0	764
EOG09260DUR	Complete	evm.model.scaffold_6.80	472.8	509
EOG09260DUW	Complete	evm.model.scaffold_6.33	593.2	687
EOG09260DXP	Complete	evm.model.scaffold_1.84	900.5	790
EOG09260E2O	Complete	evm.model.scaffold_14.22	1101.3	685
EOG09260E8K	Complete	evm.model.scaffold_2.6	1072.5	814
EOG09260EAZ	Complete	evm.model.scaffold_4.3	635.2	839
EOG09260EE7	Complete	evm.model.scaffold_5.38	959.5	717
EOG09260EOI	Complete	evm.model.scaffold_16.12	288.4	679
EOG09260EPQ	Complete	evm.model.scaffold_4.17	881.7	626
EOG09260EPS	Complete	evm.model.scaffold_10.68	145.2	371
EOG09260EQD	Complete	evm.model.scaffold_2.70	274.6	425
EOG09260ERO	Complete	evm.model.scaffold_10.3	1465.1	883
EOG09260ETR	Complete	evm.model.scaffold_8.49	1406.1	827
EOG09260EZT	Complete	evm.model.scaffold_3.82	545.4	564
EOG09260FFP	Complete	evm.model.scaffold_5.10	255.5	150
EOG09260FKU	Complete	evm.model.scaffold_5.37	218.4	317
EOG09260FL2	Complete	evm.model.scaffold_6.48	603.8	692
EOG09260FMW	Complete	evm.model.scaffold_5.83	1108.3	705
EOG09260FPA	Complete	evm.model.scaffold_11.38	751.7	775
EOG09260FX0	Complete	evm.model.scaffold_3.67	662.6	807
EOG09260FZZ	Complete	evm.model.scaffold_2.104	528.6	682
EOG09260GF5	Complete	evm.model.scaffold_6.6	724.2	931
EOG09260GIX	Complete	evm.model.scaffold_6.1	425.8	511
EOG09260GKG	Complete	evm.model.scaffold_1.76	1182.1	796
EOG09260GOF	Complete	evm.model.scaffold_9.56	430.7	365
EOG09260GR8	Complete	evm.model.scaffold_5.18	393.6	535
EOG09260H6E	Complete	evm.model.scaffold_1.49	307.7	247
EOG09260H81	Complete	evm.model.scaffold_8.16	403.9	605
EOG09260HMA	Complete	evm.model.scaffold_5.70	1098.5	781
EOG09260HPO	Complete	evm.model.scaffold_4.99	1302.4	790
EOG09260HS3	Complete	evm.model.scaffold_5.40	482.1	655
EOG09260HSP	Complete	evm.model.scaffold_13.4	1066.5	598
EOG09260IU8	Missing
EOG09260J53	Complete	evm.model.scaffold_9.67	908.5	589
EOG09260J8F	Complete	evm.model.scaffold_8.29	694.0	460
EOG09260J97	Complete	evm.model.scaffold_2.43	630.5	589
EOG09260JDM	Complete	evm.model.scaffold_4.37	310.1	298
EOG09260JED	Complete	evm.model.scaffold_12.12	1113.2	739
EOG09260JJW	Complete	evm.model.scaffold_10.19	615.9	524
EOG09260JNY	Complete	evm.model.scaffold_2.118	256.6	405
EOG09260JO5	Complete	evm.model.scaffold_5.78	947.9	825
EOG09260JPV	Complete	evm.model.scaffold_10.32	553.6	688
EOG09260JT9	Complete	evm.model.scaffold_3.17	1144.0	686
EOG09260JTZ	Complete	evm.model.scaffold_8.13	1036.4	782
EOG09260K24	Complete	evm.model.scaffold_4.103	722.1	587
EOG09260K29	Complete	evm.model.scaffold_5.73	328.8	286
EOG09260K4B	Complete	evm.model.scaffold_3.72	686.6	521
EOG09260K4V	Complete	evm.model.scaffold_3.14	967.9	767
EOG09260K5F	Complete	evm.model.scaffold_13.19	468.9	590
EOG09260KCB	Complete	evm.model.scaffold_8.67	344.5	454
EOG09260KCW	Complete	evm.model.scaffold_9.34	982.6	570
EOG09260KDB	Complete	evm.model.scaffold_10.15	947.6	737
EOG09260KGS	Complete	evm.model.scaffold_10.42	382.5	575
EOG09260KIY	Complete	evm.model.scaffold_13.23	544.8	360
EOG09260KM4	Complete	evm.model.scaffold_2.77	245.2	255
EOG09260KNI	Complete	evm.model.scaffold_2.105	319.1	290
EOG09260KNR	Complete	evm.model.scaffold_10.56	556.5	437
EOG09260KUC	Complete	evm.model.scaffold_4.73	831.2	569
EOG09260KWP	Complete	evm.model.scaffold_8.2	732.0	536
EOG09260LBU	Complete	evm.model.scaffold_11.37	1073.9	660
EOG09260LI6	Complete	evm.model.scaffold_14.27	688.0	652
EOG09260LJ8	Complete	evm.model.scaffold_8.20	497.9	465
EOG09260LRX	Complete	evm.model.scaffold_1.92	533.6	567
EOG09260LS9	Complete	evm.model.scaffold_16.16	368.2	238
EOG09260LVD	Complete	evm.model.scaffold_1.32	216.0	265
EOG09260M44	Missing
EOG09260M87	Complete	evm.model.scaffold_5.79	737.5	569
EOG09260MBW	Complete	evm.model.scaffold_5.35	403.9	519
EOG09260MRU	Complete	evm.model.scaffold_4.32	931.2	623
EOG09260N2T	Complete	evm.model.scaffold_1.45	381.6	522
EOG09260N53	Complete	evm.model.scaffold_2.3	549.6	561
EOG09260NAN	Complete	evm.model.scaffold_5.25	181.9	394
EOG09260NC6	Complete	evm.model.scaffold_7.27	867.0	553
EOG09260NE0	Complete	evm.model.scaffold_6.20	120.0	129
EOG09260NHB	Complete	evm.model.scaffold_2.99	297.0	735
EOG09260NHN	Complete	evm.model.scaffold_7.1	1159.0	760
EOG09260NJW	Complete	evm.model.scaffold_13.17	974.7	717
EOG09260NNR	Complete	evm.model.scaffold_7.35	896.2	535
EOG09260NWN	Complete	evm.model.scaffold_2.13	755.2	720
EOG09260NXC	Complete	evm.model.scaffold_1.29	591.3	574
EOG09260NXJ	Complete	evm.model.scaffold_9.2	599.8	672
EOG09260NY2	Complete	evm.model.scaffold_3.7	432.8	565
EOG09260NZ8	Complete	evm.model.scaffold_4.35	553.6	413
EOG09260OCI	Complete	evm.model.scaffold_2.37	241.8	414
EOG09260OE9	Complete	evm.model.scaffold_5.55	512.6	752
EOG09260OLB	Complete	evm.model.scaffold_8.58	264.5	258
EOG09260OM6	Complete	evm.model.scaffold_15.15	1065.7	669
EOG09260OQ8	Complete	evm.model.scaffold_3.5	848.9	728
EOG09260OZU	Complete	evm.model.scaffold_2.111	498.9	899
EOG09260P2K	Complete	evm.model.scaffold_12.25	561.0	532
EOG09260P5R	Complete	evm.model.scaffold_11.31	303.5	202
EOG09260PI1	Complete	evm.model.scaffold_2.79	393.1	421
EOG09260PJ9	Complete	evm.model.scaffold_2.55	394.6	299
EOG09260QNB	Complete	evm.model.scaffold_8.65	647.8	571
EOG09260QVP	Missing
