YOL081W	3080	1	3080	scaffold_1	1028389	137639	146884	99.6	3082	0.0e+00	14633	0.9	2
YOR093C	1649	1	1649	scaffold_1	1028389	469445	464499	99.9	1649	0.0e+00	8350	0.5	-3
YOR341W	1665	1	1665	scaffold_1	1028389	915403	920397	99.9	1665	0.0e+00	8102	0.5	1
YOR341W	1665	351	1657	scaffold_1	1028389	510404	506865	27.7	1373	5.9e-130	1206	0.3	-3
YOR328W	1565	1	1565	scaffold_1	1028389	886081	890775	99.6	1565	0.0e+00	7771	0.5	1
YOR328W	1565	206	1564	scaffold_1	1028389	317042	321001	29.3	1396	6.9e-155	1421	0.4	2
YOR328W	1565	206	1183	scaffold_1	1028389	159955	157259	24.5	1016	1.5e-45	478	0.3	-1
YOR153W	1512	1	1512	scaffold_1	1028389	580927	585462	99.6	1512	0.0e+00	7731	0.4	1
YOR153W	1512	186	1511	scaffold_1	1028389	317042	321013	30.8	1382	3.2e-168	1536	0.4	2
YOR153W	1512	167	1374	scaffold_1	1028389	160009	156524	23.3	1290	2.9e-52	536	0.3	-1
YOR191W	1620	1	1620	scaffold_1	1028389	653245	658104	97.6	1620	0.0e+00	7697	0.5	1
YOR191W	1620	943	1606	scaffold_1	1028389	839304	840707	21.1	668	1.9e-24	296	0.1	3
YOR191W	1620	872	1598	scaffold_1	1028389	812396	810771	20.9	741	2.2e-20	261	0.2	-3
YOR290C	1704	1	1704	scaffold_1	1028389	814490	809379	99.7	1704	0.0e+00	7597	0.5	-3
YOR290C	1704	755	1239	scaffold_1	1028389	839268	840680	46.9	486	5.9e-122	1137	0.1	3
YOR290C	1704	713	1240	scaffold_1	1028389	655900	658038	20.8	727	3.8e-20	259	0.2	1
YOR116C	1461	1	1461	scaffold_1	1028389	511157	506775	99.9	1461	0.0e+00	7558	0.4	-3
YOR116C	1461	252	1431	scaffold_1	1028389	916453	920373	27.7	1373	6.3e-124	1154	0.4	1
YOL004W	1537	1	1537	scaffold_1	1028389	284271	288881	99.5	1537	0.0e+00	7483	0.4	3
YOR291W	1473	1	1473	scaffold_1	1028389	815407	819825	99.7	1473	0.0e+00	7355	0.4	1
YOR326W	1575	1	1575	scaffold_1	1028389	879992	884716	98.7	1575	0.0e+00	6997	0.5	2
YOR336W	1366	1	1366	scaffold_1	1028389	904052	908149	99.2	1366	0.0e+00	6968	0.4	2
YOR011W	1395	1	1395	scaffold_1	1028389	316868	321052	99.6	1395	0.0e+00	6941	0.4	2
YOR011W	1395	59	1382	scaffold_1	1028389	581482	585459	30.9	1382	2.9e-169	1545	0.4	1
YOR011W	1395	111	1197	scaffold_1	1028389	159745	156671	22.6	1127	6.4e-52	533	0.3	-1
YOL075C	1295	1	1295	scaffold_1	1028389	160117	156233	99.7	1295	0.0e+00	6584	0.4	-1
YOL075C	1295	37	1198	scaffold_1	1028389	581425	585048	23.4	1289	2.1e-50	520	0.4	1
YOL075C	1295	125	1149	scaffold_1	1028389	317198	320458	22.7	1127	5.6e-48	499	0.3	2
YOR296W	1290	1	1290	scaffold_1	1028389	824441	828310	99.6	1290	0.0e+00	6523	0.4	2
YOL138C	1342	1	1342	scaffold_1	1028389	37616	33594	99.5	1342	0.0e+00	6464	0.4	-3
YOR330C	1255	1	1255	scaffold_1	1028389	897663	893899	99.2	1255	0.0e+00	6407	0.4	-2
YOR151C	1225	1	1225	scaffold_1	1028389	577764	574090	100.0	1225	0.0e+00	6390	0.4	-2
YOR151C	1225	26	1216	scaffold_1	1028389	687907	684602	37.6	1201	1.4e-208	1884	0.3	-1
YOR124C	1273	1	1273	scaffold_1	1028389	525653	521835	99.5	1273	0.0e+00	6320	0.4	-3
YBR140C	3093	8	3092	scaffold_1	1028389	137681	146878	44.8	3172	0.0e+00	6270	0.9	2
YOR086C	1187	1	1187	scaffold_1	1028389	454053	450493	99.7	1187	0.0e+00	6050	0.3	-2
YOR207C	1150	1	1150	scaffold_1	1028389	688024	684575	99.8	1150	0.0e+00	5932	0.3	-1
YOR207C	1150	40	1141	scaffold_1	1028389	577689	574117	37.6	1201	1.8e-211	1909	0.3	-2
YDR406W	1530	32	1526	scaffold_1	1028389	581014	585459	74.1	1495	0.0e+00	5817	0.4	1
YDR406W	1530	196	1523	scaffold_1	1028389	317042	320995	29.3	1377	7.3e-157	1438	0.4	2
YDR406W	1530	193	1319	scaffold_1	1028389	159964	156716	23.8	1211	1.5e-48	504	0.3	-1
YOR227W	1247	1	1247	scaffold_1	1028389	717389	721129	98.5	1247	0.0e+00	5812	0.4	2
YOR188W	1138	1	1138	scaffold_1	1028389	646537	649950	99.3	1138	0.0e+00	5682	0.3	1
YOL045W	1102	1	1102	scaffold_1	1028389	210850	214155	99.8	1102	0.0e+00	5583	0.3	1
YOL045W	1102	796	1099	scaffold_1	1028389	263441	262572	28.0	321	5.8e-21	266	0.1	-3
YOL045W	1102	831	1100	scaffold_1	1028389	730485	731321	26.5	291	3.7e-15	216	0.1	3
YOL045W	1102	845	1049	scaffold_1	1028389	778797	778189	30.6	216	2.4e-14	209	0.1	-2
YOL078W	1177	1	1177	scaffold_1	1028389	148256	151786	99.4	1177	0.0e+00	5486	0.3	2
YOR109W	1108	1	1108	scaffold_1	1028389	492274	495597	99.8	1108	0.0e+00	5422	0.3	1
YOR109W	1108	552	857	scaffold_1	1028389	172501	171515	26.4	345	5.9e-13	197	0.1	-1
YOR304W	1121	1	1121	scaffold_1	1028389	838755	842117	99.7	1121	0.0e+00	5402	0.3	3
YOR304W	1121	172	642	scaffold_1	1028389	812228	810774	47.1	486	1.2e-119	1117	0.1	-3
YOR304W	1121	184	651	scaffold_1	1028389	656071	658062	21.1	668	8.2e-23	282	0.2	1
YOL098C	1038	1	1038	scaffold_1	1028389	102380	99267	99.6	1038	0.0e+00	5372	0.3	-3
YOL034W	1094	1	1094	scaffold_1	1028389	227273	230554	99.6	1094	0.0e+00	5319	0.3	2
YOL087C	1117	1	1117	scaffold_1	1028389	125179	121829	98.5	1117	0.0e+00	5317	0.3	-1
YOR349W	1015	1	1015	scaffold_1	1028389	940152	943196	98.9	1015	0.0e+00	5155	0.3	3
YOL063C	958	1	956	scaffold_1	1028389	176856	173989	98.8	956	0.0e+00	5065	0.3	-2
YOL021C	1002	1	1002	scaffold_1	1028389	252806	249801	99.7	1002	0.0e+00	5008	0.3	-3
YOR160W	973	1	973	scaffold_1	1028389	594930	597848	99.6	973	0.0e+00	4959	0.3	3
YOR048C	1007	1	958	scaffold_1	1028389	388962	386089	99.7	958	0.0e+00	4950	0.3	-2
YOL084W	992	1	992	scaffold_1	1028389	128898	131873	99.6	992	0.0e+00	4943	0.3	3
YOR363C	997	1	997	scaffold_1	1028389	973605	970615	99.5	997	0.0e+00	4932	0.3	-2
YOR005C	945	1	945	scaffold_1	1028389	304641	301807	99.6	945	0.0e+00	4918	0.3	-2
YOR127W	1008	1	1008	scaffold_1	1028389	528183	531206	99.6	1008	0.0e+00	4907	0.3	3
YOR346W	986	1	986	scaffold_1	1028389	932188	935145	98.5	986	0.0e+00	4900	0.3	1
YOR335C	959	1	959	scaffold_1	1028389	903388	900512	99.9	959	0.0e+00	4878	0.3	-1
YOL090W	965	1	965	scaffold_1	1028389	113924	116818	99.8	965	0.0e+00	4865	0.3	2
YOL100W	1082	1	1082	scaffold_1	1028389	95779	99024	99.7	1082	0.0e+00	4797	0.3	1
YOL100W	1082	144	444	scaffold_1	1028389	730428	731321	26.7	318	3.7e-23	285	0.1	3
YOL100W	1082	178	547	scaffold_1	1028389	263363	262242	24.4	389	5.0e-20	258	0.1	-3
YOL100W	1082	184	437	scaffold_1	1028389	946380	945553	26.6	289	6.1e-18	240	0.1	-2
YOR219C	932	1	932	scaffold_1	1028389	709577	706782	99.1	932	0.0e+00	4703	0.3	-3
YIL013C	1412	1	1395	scaffold_1	1028389	316868	321022	66.0	1402	0.0e+00	4696	0.4	2
YIL013C	1412	57	1381	scaffold_1	1028389	581476	585435	31.3	1394	2.8e-172	1571	0.4	1
YIL013C	1412	111	1220	scaffold_1	1028389	159745	156650	22.5	1154	1.1e-46	488	0.3	-1
YOL089C	1031	1	1031	scaffold_1	1028389	120032	116940	98.2	1031	0.0e+00	4663	0.3	-3
YOL145C	1078	1	979	scaffold_1	1028389	25072	22136	98.6	979	0.0e+00	4613	0.3	-1
YOR129C	894	1	894	scaffold_1	1028389	536571	533890	99.9	894	0.0e+00	4545	0.3	-2
YOR371C	898	1	898	scaffold_1	1028389	984580	981887	98.0	898	0.0e+00	4437	0.3	-1
YOR038C	876	1	876	scaffold_1	1028389	372698	370071	97.6	876	0.0e+00	4380	0.3	-3
YOR058C	886	1	886	scaffold_1	1028389	403618	400961	99.8	886	0.0e+00	4350	0.3	-1
YOR270C	841	1	841	scaffold_1	1028389	785157	782635	100.0	841	0.0e+00	4301	0.2	-2
YOR256C	810	1	810	scaffold_1	1028389	765219	762790	99.3	810	0.0e+00	4199	0.2	-2
YOL130W	860	1	860	scaffold_1	1028389	46667	49246	99.0	860	0.0e+00	4176	0.3	2
YOR217W	862	1	862	scaffold_1	1028389	703872	706454	99.2	862	0.0e+00	4121	0.3	3
YOR217W	862	298	539	scaffold_1	1028389	109066	108416	26.7	247	5.3e-14	206	0.1	-1
YOR211C	882	1	882	scaffold_1	1028389	696136	693491	99.5	882	0.0e+00	4109	0.3	-1
YOR168W	810	1	810	scaffold_1	1028389	610397	612826	99.6	810	0.0e+00	4100	0.2	2
YOR162C	811	1	811	scaffold_1	1028389	603087	600655	97.7	811	0.0e+00	4062	0.2	-2
YOR162C	811	40	805	scaffold_1	1028389	615351	617654	40.8	796	1.2e-162	1488	0.2	3
YOL076W	797	1	797	scaffold_1	1028389	153601	155991	99.2	797	0.0e+00	4058	0.2	1
YOR141C	882	1	882	scaffold_1	1028389	559606	556961	99.1	882	0.0e+00	4051	0.3	-1
